"CARD","effect","group","term","estimate","std.error","statistic","df","p.value","padj"
"CARD_541","fixed",NA,"carrierper",0.317428225411994,0.224260610724095,1.41544350738669,37.6406718899017,0.165159633400317,0.229021358315106
"CARD_542","fixed",NA,"(Intercept)",-3.00248223934764,0.102219729940349,-29.3728250025681,36.4302749625449,5.80963466092629e-27,2.08345518874598e-26
"CARD_542","fixed",NA,"carrierper",0.507412579283734,0.215966900121991,2.34949234811963,38.5471182198402,0.0240194613691929,0.0440827761599305
"CARD_543","fixed",NA,"(Intercept)",-2.61354104871273,0.110469789045066,-23.6584234595266,35.0635106464633,3.83275818303718e-23,9.34234807115312e-23
"CARD_543","fixed",NA,"carrierper",0.065796970170131,0.234371765997897,0.280737613124958,37.7526974492385,0.780444477117013,0.817109653894322
"CARD_544","fixed",NA,"(Intercept)",-3.00652344159641,0.0883132612626109,-34.0438502509394,37.2633303769428,1.12348782659098e-29,5.31103336206644e-29
"CARD_544","fixed",NA,"carrierper",0.390185108616137,0.186720618744181,2.08967339140364,39.5064174289125,0.0431324193449234,0.0764620161114551
"CARD_545","fixed",NA,"(Intercept)",-3.44160266727294,0.137592861631738,-25.0129449046874,34.8861382583269,7.23785693556091e-24,1.88184280324584e-23
"CARD_545","fixed",NA,"carrierper",0.610678808255852,0.290980822058444,2.09869091693334,37.1006866591194,0.0427090296278646,0.0761440985365357
"CARD_546","fixed",NA,"(Intercept)",-2.78242954564996,0.091091525850624,-30.5454269172383,35.2080098149334,6.23784284459269e-27,2.21159882671922e-26
"CARD_546","fixed",NA,"carrierper",0.31617898604222,0.192556058865726,1.64201006140606,37.3687915568924,0.108978371400027,0.162685415678509
"CARD_547","fixed",NA,"(Intercept)",-3.11256973429669,0.119941835330802,-25.9506595485399,30.9354213012048,1.46999038173056e-22,3.47452272045405e-22
"CARD_547","fixed",NA,"carrierper",0.349285600647732,0.256163109314247,1.36352811137706,34.4202339014214,0.181568364525965,0.242091152701287
"CARD_548","fixed",NA,"(Intercept)",-4.45910705300813,0.107575941140095,-41.4507835650826,35.3767013146105,1.3912926027578e-31,9.86552936500989e-31
