"PWY","effect","group","term","estimate","std.error","statistic","df","p.value","padj"
"PWY_045","fixed",NA,"(Intercept)",-4.48980374122005,0.0720385368634395,-62.3250268079595,37.3073647399801,2.53102216753854e-39,1.16202594095858e-38
"PWY_045","fixed",NA,"carrierper",0.0609792423524744,0.151487866976498,0.402535487293743,38.764697682725,0.689501237513061,0.755129439908547
"PWY_046","fixed",NA,"(Intercept)",-4.45879190633554,0.0740520507089743,-60.2115925709966,35.5087734983405,2.4074982271183e-37,9.38823576432744e-37
"PWY_046","fixed",NA,"carrierper",0.0149879855417933,0.156890321850181,0.0955316131998614,38.007263181083,0.924394505804948,0.940541134727305
"PWY_047","fixed",NA,"(Intercept)",-4.72642413179671,0.110360955121341,-42.8269592864617,36.7268566402961,5.93033731567924e-33,1.5836889335854e-32
"PWY_047","fixed",NA,"carrierper",0.19106486473476,0.231871366912859,0.824012327518495,38.0500211280177,0.415067992703094,0.536910402457071
"PWY_048","fixed",NA,"(Intercept)",-5.41638962865849,0.150227549840961,-36.054569447432,35.1157223466908,2.45603391169993e-29,5.12085817830947e-29
"PWY_048","fixed",NA,"carrierper",0.370475591864871,0.316211095009424,1.17160845306149,36.6685453308749,0.248911024819131,0.377825855262916
"PWY_049","fixed",NA,"(Intercept)",-4.2297369487598,0.0546756855572586,-77.3604739593115,33.5772503426377,2.01816987221212e-39,9.31155604406778e-39
"PWY_049","fixed",NA,"carrierper",-0.0527647968267536,0.115271268508864,-0.457744566441516,35.3193572890991,0.64993962903173,0.723708165182285
"PWY_050","fixed",NA,"(Intercept)",-4.02505778777811,0.0418953722933991,-96.0740427269645,39.2293499047541,3.53942126385907e-48,3.40076352362541e-47
"PWY_050","fixed",NA,"carrierper",0.147753305669123,0.0883128230750568,1.67306740430603,41.0676632596949,0.101916112592845,0.179568481145014
"PWY_051","fixed",NA,"(Intercept)",-4.98590514245834,0.112230101156799,-44.4257386482475,37.173582017479,8.02154657444623e-34,2.29196891850518e-33
"PWY_051","fixed",NA,"carrierper",0.236909996084297,0.23606091050545,1.00359689190823,38.6622597973248,0.321813118008838,0.451701545156984
"PWY_052","fixed",NA,"(Intercept)",-4.72642413179671,0.110360955121341,-42.8269592864617,36.7268566402961,5.93033731567924e-33,1.5836889335854e-32
"PWY_052","fixed",NA,"carrierper",0.19106486473476,0.231871366912859,0.824012327518495,38.0500211280177,0.415067992703094,0.536910402457071
"PWY_053","fixed",NA,"(Intercept)",-3.73405546692509,0.0434393501298461,-85.9602055685339,36.1133774265084,2.26560673569076e-43,1.45623826045778e-42
"PWY_053","fixed",NA,"carrierper",0.0153675012857351,0.0912302854968818,0.16844736593815,37.3699021492539,0.86713975452108,0.897971390237385
"PWY_054","fixed",NA,"(Intercept)",-3.7785803687457,0.0380388268479004,-99.3348292221127,24.5153079506169,1.82711223559012e-33,5.09840899272453e-33
"PWY_054","fixed",NA,"carrierper",0.00884494510361662,0.0825429232304814,0.107155704661915,29.7301757326597,0.915385307158596,0.935459546350671
"PWY_055","fixed",NA,"(Intercept)",-4.07807929756114,0.0407481483917285,-100.080113048497,34.7756604074582,2.18141600631967e-44,1.49491155727201e-43
"PWY_055","fixed",NA,"carrierper",-0.0731168728072951,0.086112040163032,-0.849090007261078,36.88368870731,0.401308753489087,0.527686182562641
"PWY_056","fixed",NA,"(Intercept)",-4.87936791443302,0.122963096667109,-39.6815633851727,35.4014076190312,6.08801892530481e-31,1.38729428811347e-30
"PWY_056","fixed",NA,"carrierper",-0.216373834361102,0.258560226321203,-0.836841139256685,36.8176287398667,0.40808095412849,0.532050496999611
"PWY_057","fixed",NA,"(Intercept)",-3.5822124731256,0.0285539161603403,-125.454331833512,36.5544193936167,9.05354325375768e-50,1.06808890031673e-48
"PWY_057","fixed",NA,"carrierper",-0.0193956205273715,0.0604727170204491,-0.320733406451919,39.0272562272399,0.75012359402877,0.80729236678385
"PWY_058","fixed",NA,"(Intercept)",-4.25585852206328,0.0976660465621584,-43.575619899334,36.0925981685753,8.27172422044309e-33,2.15945293374033e-32
"PWY_058","fixed",NA,"carrierper",0.257801982439826,0.204063185737928,1.26334390746459,36.6252216109653,0.214448730959011,0.33704252487993
"PWY_059","fixed",NA,"(Intercept)",-3.45168315434727,0.0246002061460679,-140.311147551054,31.9405751252061,3.80964734172923e-46,3.08747071521012e-45
"PWY_059","fixed",NA,"carrierper",-0.0595656635331365,0.052406805537827,-1.13660168601847,35.1075378769793,0.263403764011363,0.390911318564635
"PWY_060","fixed",NA,"(Intercept)",-6.05847945580223,0.157806591341122,-38.3918022961788,35.8546147119017,1.01390806759737e-30,2.25527999761515e-30
"PWY_060","fixed",NA,"carrierper",0.368811144314403,0.331955848194658,1.11102469295294,37.3335532363251,0.273662007024506,0.401026714696288
"PWY_061","fixed",NA,"(Intercept)",-4.00119777540367,0.0524114959493174,-76.3419876294482,36.3214060339553,1.04756736599158e-41,5.84630410242008e-41
"PWY_061","fixed",NA,"carrierper",0.119960234453418,0.109907311856596,1.09146727753599,37.3685080122209,0.282054885285626,0.410634069406711
"PWY_062","fixed",NA,"(Intercept)",-5.66930202012086,0.157924378014021,-35.898840264025,34.3045731661918,8.49608448628617e-29,1.73648042570586e-28
"PWY_062","fixed",NA,"carrierper",0.559152459470422,0.332968293714162,1.67929640757456,36.0734760301457,0.101736936954043,0.179568481145014
"PWY_063","fixed",NA,"(Intercept)",-3.64567779011163,0.0395703613108317,-92.1315264592667,36.6339829135366,5.82392976218427e-45,4.20767638632228e-44
"PWY_063","fixed",NA,"carrierper",0.0827805979763762,0.0831637564247424,0.995392723166456,37.998925257518,0.325841964494678,0.454617830702156
"PWY_064","fixed",NA,"(Intercept)",-4.90866822620257,0.129046919786456,-38.0378565743789,36.591970347894,5.06326850661758e-31,1.16230695767675e-30
"PWY_064","fixed",NA,"carrierper",0.234150960303858,0.271520625353508,0.86236896368003,38.1168299662677,0.393877884814858,0.523672166401494
"PWY_065","fixed",NA,"(Intercept)",-4.89107638045074,0.0807588984190197,-60.5639313586629,36.46815961874,3.37049520321006e-38,1.4214034069646e-37
"PWY_065","fixed",NA,"carrierper",-0.125011545161046,0.170958008020778,-0.731241236420186,38.8721368902015,0.469017096041901,0.573236520614504
"PWY_066","fixed",NA,"(Intercept)",-5.61195278655185,0.137407506255775,-40.8416755348545,36.4383505945652,4.96587826805026e-32,1.24080389968441e-31
"PWY_066","fixed",NA,"carrierper",0.464901854444268,0.289758474715275,1.60444609912133,38.2798350063784,0.116835648658778,0.202776209590282
"PWY_067","fixed",NA,"(Intercept)",-5.09735451436905,0.129593731757688,-39.3333415531237,35.5432420071168,6.75088277315151e-31,1.53085711546891e-30
"PWY_067","fixed",NA,"carrierper",0.221961823878047,0.271955036837338,0.816171034959749,36.6807277679756,0.419671227936152,0.53949459922275
"PWY_068","fixed",NA,"(Intercept)",-4.80750469089473,0.0973226970030719,-49.3975695180641,34.9641715074983,6.14706961635346e-34,1.79033402576295e-33
"PWY_068","fixed",NA,"carrierper",0.250557261091406,0.204579358224973,1.22474360690814,36.3276907826891,0.228554495035738,0.3530701148276
"PWY_069","fixed",NA,"(Intercept)",-4.66375372946933,0.0821029425883286,-56.8037342200243,36.1029191911612,6.50138296458734e-37,2.44326166249814e-36
"PWY_069","fixed",NA,"carrierper",0.280459586025085,0.172435455295376,1.62646124919419,37.3632119391553,0.112257518497578,0.195667151839436
"PWY_070","fixed",NA,"(Intercept)",-4.97146884585466,0.136428354211155,-36.4401438000209,34.8094852663845,2.58665646827884e-29,5.38116925990152e-29
"PWY_070","fixed",NA,"carrierper",0.337474118450351,0.287366991245225,1.17436632853342,36.4541625023643,0.247863141698737,0.376849018047672
"PWY_071","fixed",NA,"(Intercept)",-3.7878225118988,0.0797688686090954,-47.4849722447599,37.3652508134559,5.19660763306958e-35,1.64735997075539e-34
"PWY_071","fixed",NA,"carrierper",0.00559991512121438,0.167151866838376,0.0335019597874376,38.3194831680362,0.973448206416435,0.979755646198831
"PWY_072","fixed",NA,"(Intercept)",-3.33731947921303,0.0187395594558838,-178.089537647332,37.5760181751924,1.32308033707031e-56,8.80793481535377e-55
"PWY_072","fixed",NA,"carrierper",0.0458190389916751,0.0395844611893369,1.1575006357297,39.6901719613572,0.253986405365197,0.38241571857894
"PWY_073","fixed",NA,"(Intercept)",-5.01834585589297,0.130983939964867,-38.3126806022098,36.3365063462792,5.5774893888427e-31,1.27407355647093e-30
"PWY_073","fixed",NA,"carrierper",0.230735653234978,0.275875306434039,0.836376608756557,38.0008051338558,0.408171786861289,0.532050496999611
"PWY_074","fixed",NA,"(Intercept)",-3.65225902253934,0.021898918799014,-166.778052197891,37.4480880448044,2.22728546466389e-55,9.02534805681193e-54
"PWY_074","fixed",NA,"carrierper",-0.0565123868164446,0.0464613612502895,-1.21633084558177,40.2145295525208,0.23095017911294,0.354605546842274
