Species,effect,group,term,estimate,std.error,statistic,df,p.value,padj
s__Clostridium_SGB6179,fixed,NA,hd_exposurehigh_exposure,0.111876632,0.07988152,1.400532085,116.3155101,0.164016064,0.330148464
s__Longicatena_caecimuris,fixed,NA,hd_exposurehigh_exposure,-0.164307539,0.117509698,-1.398246625,115.8575141,0.164709931,0.331189034
s__Gemmiger_formicilis,fixed,NA,hd_exposurehigh_exposure,0.526395408,0.376626082,1.397660527,114.6233225,0.16491422,0.331244013
s__Coprococcus_SGB4669,fixed,NA,hd_exposurehigh_exposure,0.167391026,0.11984461,1.396733868,114.8453583,0.165186927,0.331436149
s__Lachnospira_eligens,fixed,NA,hd_exposurehigh_exposure,0.504223036,0.361892336,1.393295701,113.4774055,0.166253556,0.332862735
s__Phocaeicola_sartorii,fixed,NA,hd_exposurelow_exposure,-0.106150005,0.076027112,-1.396212509,85.8771421,0.166249246,0.332862735
s__Gordonibacter_urolithinfaciens,fixed,NA,hd_exposurelow_exposure,-0.098774513,0.07086771,-1.393787282,93.87629913,0.166672566,0.333345132
s__Clostridia_bacterium_UC5_1_1D1,fixed,NA,hd_exposurelow_exposure,-0.171974729,0.123826311,-1.38883835,105.0217316,0.167820168,0.335282129
s__Alistipes_sp_D31t1_170403_E11,fixed,NA,hd_exposurehigh_exposure,0.105523456,0.076254141,1.383839023,124.0263514,0.168893114,0.337066001
s__Prevotella_copri_clade_D,fixed,NA,hd_exposurehigh_exposure,0.390555697,0.282384404,1.383063979,115.2826007,0.169318109,0.337554313
s__Bacteroides_cutis,fixed,NA,hd_exposurehigh_exposure,0.1159256,0.08399182,1.380201066,133.7093656,0.169827995,0.338210645
s__Paratractidigestivibacter_faecalis,fixed,NA,hd_exposurelow_exposure,0.189356884,0.137454717,1.377594658,117.7733681,0.17094068,0.340064775
s__Christensenella_hongkongensis,fixed,NA,hd_exposurehigh_exposure,-0.175935013,0.127811394,-1.37652057,108.4656962,0.171495456,0.340084209
s__Clostridium_leptum,fixed,NA,hd_exposurehigh_exposure,-0.385934334,0.280229808,-1.377206577,113.4774134,0.171158955,0.340084209
s__GGB1146_SGB1472,fixed,NA,hd_exposurehigh_exposure,0.139701064,0.101494665,1.376437507,112.3539805,0.171423194,0.340084209
s__Oscillospiraceae_bacterium_Marseille_Q3528,fixed,NA,hd_exposurehigh_exposure,0.208593284,0.151850009,1.37367976,114.7690523,0.172218368,0.341156385
s__Alistipes_finegoldii,fixed,NA,hd_exposurehigh_exposure,-0.512758446,0.37338336,-1.373276104,112.266787,0.172402971,0.341161059
s__Collinsella_SGB14861,fixed,NA,hd_exposurehigh_exposure,0.420613846,0.306752395,1.371183577,114.6633523,0.172995368,0.341971837
s__Coprococcus_eutactus,fixed,NA,hd_exposurehigh_exposure,0.306445298,0.223677714,1.370030538,113.7014764,0.173376627,0.342363972
s__GGB3534_SGB4722,fixed,NA,hd_exposurelow_exposure,-0.135330095,0.098987335,-1.367145552,109.4542401,0.174380883,0.343984208
s__GGB3341_SGB4420,fixed,NA,hd_exposurelow_exposure,-0.198420291,0.145583542,-1.362930787,118.7910133,0.175482305,0.3457925
s__Streptococcus_equinus,fixed,NA,hd_exposurelow_exposure,0.155788409,0.114495471,1.360651287,123.173472,0.176108499,0.346661525
s__Catenibacterium_SGB4425,fixed,NA,hd_exposurelow_exposure,0.371124807,0.27316877,1.358591643,113.0163078,0.176981553,0.347648968
s__Megasphaera_hominis,fixed,NA,hd_exposurehigh_exposure,-0.168477903,0.124000936,-1.358682506,116.8323092,0.176864649,0.347648968
s__GGB2983_SGB3965,fixed,NA,hd_exposurelow_exposure,0.092864395,0.068410389,1.35746041,116.5125431,0.177258488,0.347827977
s__Desulfovibrio_porci,fixed,NA,hd_exposurelow_exposure,0.189178689,0.139986689,1.351404842,117.1621544,0.179169403,0.351209553
s__Megamonas_funiformis,fixed,NA,hd_exposurehigh_exposure,0.413305312,0.306577288,1.348127631,115.4372739,0.180256747,0.352971371
s__GGB2987_SGB3969,fixed,NA,hd_exposurelow_exposure,-0.142407992,0.105890394,-1.344862232,119.1786972,0.181223494,0.354493606
s__Blautia_SGB4815,fixed,NA,hd_exposurelow_exposure,0.229088719,0.170543602,1.343285332,123.8077283,0.181636688,0.354560875
s__Intestinibacter_bartlettii,fixed,NA,hd_exposurelow_exposure,-0.270187744,0.201044303,-1.343921417,115.4709609,0.181608493,0.354560875
s__GGB6612_SGB9346,fixed,NA,hd_exposurelow_exposure,0.180962149,0.134870637,1.341746085,117.6872048,0.182261492,0.35540991
s__Alistipes_SGB2300,fixed,NA,hd_exposurelow_exposure,0.103431734,0.077172712,1.340263042,125.4199456,0.182582748,0.355564983
s__Kluyvera_genomosp_3,fixed,NA,hd_exposurehigh_exposure,0.135495287,0.101181009,1.339137537,138.4122363,0.182720894,0.355564983
s__Victivallis_vadensis,fixed,NA,hd_exposurelow_exposure,-0.136416404,0.101824078,-1.33972639,113.6772682,0.183006409,0.355750777
s__Methanobrevibacter_smithii,fixed,NA,hd_exposurehigh_exposure,-0.207026646,0.154591101,-1.339188636,104.0412941,0.183427656,0.356199764
s__Clostridiaceae_bacterium,fixed,NA,hd_exposurelow_exposure,0.419789381,0.31398665,1.336965702,116.547351,0.183837613,0.356625918
s__Clostridium_sp_1001270H_150608_G6,fixed,NA,hd_exposurelow_exposure,0.318173066,0.238396763,1.334636684,121.2775039,0.184495549,0.357162014
s__GGB3033_SGB4029,fixed,NA,hd_exposurehigh_exposure,-0.076556497,0.057344718,-1.335022627,123.8198245,0.18431833,0.357162014
s__Anaerotignum_faecicola,fixed,NA,hd_exposurelow_exposure,0.368976165,0.2767593,1.333202407,116.1432821,0.185074522,0.357174747
s__GGB9186_SGB14125,fixed,NA,hd_exposurehigh_exposure,-0.096159048,0.072072862,-1.334192167,115.0163322,0.18477651,0.357174747
s__Pseudoflavonifractor_capillosus,fixed,NA,hd_exposurelow_exposure,-0.194568576,0.145936488,-1.333241458,122.5133233,0.184926372,0.357174747
s__Erysipelatoclostridium_ramosum,fixed,NA,hd_exposurehigh_exposure,-0.347400099,0.260801794,-1.332046435,117.9523765,0.185413005,0.357459471
s__GGB9819_SGB15460,fixed,NA,hd_exposurehigh_exposure,-0.174461145,0.131086273,-1.330887977,107.640501,0.186038133,0.358295664
s__Escherichia_coli,fixed,NA,hd_exposurelow_exposure,-0.37393101,0.281965588,-1.326158318,124.7159049,0.187210848,0.360183667
s__Blautia_hydrogenotrophica,fixed,NA,hd_exposurehigh_exposure,0.123405185,0.093246032,1.323436318,103.8770639,0.188595773,0.360256415
s__Clostridium_SGB4909,fixed,NA,hd_exposurelow_exposure,0.157580656,0.119164201,1.322382511,129.3151199,0.188374896,0.360256415
s__Clostridium_sp_AM42_4,fixed,NA,hd_exposurelow_exposure,-0.101041211,0.076329611,-1.323748542,110.8917555,0.188309001,0.360256415
s__GGB9453_SGB14845,fixed,NA,hd_exposurehigh_exposure,-0.22508361,0.169906846,-1.324747149,113.8574653,0.187907753,0.360256415
s__Holdemanella_biformis,fixed,NA,hd_exposurehigh_exposure,0.14433252,0.109124782,1.322637414,116.078702,0.188555893,0.360256415
s__Lachnospiraceae_bacterium_AM48_27BH,fixed,NA,hd_exposurelow_exposure,0.256033359,0.193379325,1.323995516,123.1421441,0.187956944,0.360256415
s__Phocaeicola_coprocola,fixed,NA,hd_exposurehigh_exposure,0.378433129,0.28561971,1.324954532,116.1526952,0.187786866,0.360256415
s__Angelakisella_massiliensis,fixed,NA,hd_exposurehigh_exposure,-0.227013974,0.172341406,-1.317234087,115.0631182,0.190377287,0.362426078
s__Citrobacter_freundii,fixed,NA,hd_exposurehigh_exposure,-0.127435975,0.096815261,-1.316279826,124.106234,0.190506015,0.362426078
s__GGB9708_SGB15233,fixed,NA,hd_exposurelow_exposure,0.16114909,0.122315581,1.317486199,116.3694756,0.190263771,0.362426078
s__Olsenella_SGB72492,fixed,NA,hd_exposurehigh_exposure,-0.105709914,0.080226666,-1.31764063,111.4888526,0.190325245,0.362426078
s__Fusobacterium_mortiferum,fixed,NA,hd_exposurelow_exposure,-0.234701117,0.17891767,-1.311782774,116.0107633,0.19218341,0.365246034
s__Bifidobacterium_bifidum,fixed,NA,hd_exposurehigh_exposure,-0.361505048,0.276315418,-1.308305743,116.4593503,0.193345888,0.36708266
s__Klebsiella_pneumoniae,fixed,NA,hd_exposurelow_exposure,-0.334338361,0.255897853,-1.306530542,120.0633974,0.193869416,0.367331525
s__Phocaeicola_dorei,fixed,NA,hd_exposurehigh_exposure,-0.583123429,0.446207802,-1.306842747,116.3207976,0.193843848,0.367331525
s__Phocea_massiliensis,fixed,NA,hd_exposurehigh_exposure,0.309894907,0.238421698,1.299776446,110.2240085,0.196389292,0.371729782
s__Faecalicatena_contorta,fixed,NA,hd_exposurehigh_exposure,-0.175347782,0.135201951,-1.29693234,120.2902673,0.197136628,0.372767442
s__Alistipes_dispar,fixed,NA,hd_exposurehigh_exposure,-0.309593345,0.238781887,-1.296552887,115.807151,0.197362669,0.37281828
s__Bradyrhizobium_denitrificans,fixed,NA,hd_exposurehigh_exposure,-0.234597077,0.180968923,-1.296339026,87.7680908,0.198256959,0.374130068
s__Ruthenibacterium_lactatiformans,fixed,NA,hd_exposurehigh_exposure,-0.369110086,0.286662762,-1.287610864,114.6601807,0.200474301,0.377933425
s__Fusobacterium_ulcerans,fixed,NA,hd_exposurehigh_exposure,-0.08384174,0.065086806,-1.288152621,93.16970621,0.200882837,0.377942383
s__GGB51441_SGB71759,fixed,NA,hd_exposurelow_exposure,0.223377271,0.173639849,1.286440135,117.3403906,0.20082189,0.377942383
s__Bifidobacterium_longum,fixed,NA,hd_exposurelow_exposure,-0.342977204,0.267047443,-1.284330605,116.2369805,0.201580184,0.378493584
s__GGB34228_SGB72916,fixed,NA,hd_exposurehigh_exposure,0.125524828,0.097696706,1.28484197,111.4366995,0.201511775,0.378493584
s__Lacrimispora_saccharolytica,fixed,NA,hd_exposurehigh_exposure,0.208392005,0.16279476,1.280090372,117.4099121,0.203036762,0.380846511
s__Roseburia_SGB4949,fixed,NA,hd_exposurelow_exposure,0.080100469,0.06287622,1.273938996,252,0.203858696,0.382005485
s__GGB4266_SGB5809,fixed,NA,hd_exposurehigh_exposure,0.15990272,0.125240799,1.276762212,118.8057019,0.204176097,0.382217653
s__Prevotella_copri_clade_E,fixed,NA,hd_exposurehigh_exposure,0.119154939,0.093432838,1.275300437,115.2671296,0.204767272,0.382941391
s__Clostridium_sp_AF27_2AA,fixed,NA,hd_exposurelow_exposure,0.189628629,0.148891723,1.273600874,122.1953745,0.205222193,0.383409127
s__Turicibacter_sanguinis,fixed,NA,hd_exposurehigh_exposure,0.12780704,0.100307544,1.274151819,102.4026353,0.205493679,0.383533567
s__Bacteroides_sp_AM10_21B,fixed,NA,hd_exposurelow_exposure,-0.189650897,0.149205362,-1.271072935,110.9589375,0.206360926,0.384681295
s__Veillonella_parvula,fixed,NA,hd_exposurelow_exposure,0.404812649,0.318737973,1.270048387,120.2427897,0.206519606,0.384681295
s__Clostridium_sp_AF34_10BH,fixed,NA,hd_exposurelow_exposure,0.312442489,0.246280553,1.268644581,115.6326551,0.20711585,0.385177759
s__GGB9695_SGB15209,fixed,NA,hd_exposurelow_exposure,-0.128359297,0.101210779,-1.268237411,118.5721444,0.207197651,0.385177759
s__Butyricicoccus_sp_AM29_23AC,fixed,NA,hd_exposurelow_exposure,0.117803555,0.093230966,1.263566813,119.3082752,0.208848995,0.38786242
s__Alistipes_onderdonkii,fixed,NA,hd_exposurehigh_exposure,-0.472646086,0.375610723,-1.258340237,113.7873147,0.210844596,0.39118046
s__Holdemanella_porci,fixed,NA,hd_exposurehigh_exposure,0.27760865,0.221631696,1.252567459,119.0332044,0.212818431,0.394451588
s__Butyricimonas_faecalis,fixed,NA,hd_exposurehigh_exposure,0.132357346,0.105906819,1.249752824,120.936045,0.213803014,0.395884513
s__Veillonella_ratti,fixed,NA,hd_exposurehigh_exposure,-0.226758154,0.181746202,-1.247663785,122.62696,0.21453154,0.396840952
s__Raoultibacter_timonensis,fixed,NA,hd_exposurehigh_exposure,-0.097205695,0.077825997,-1.249013175,89.1642992,0.214929423,0.397184482
s__Phocaeicola_massiliensis,fixed,NA,hd_exposurehigh_exposure,-0.474897572,0.381235114,-1.245681614,114.2030608,0.215430892,0.39771857
s__GGB9480_SGB14874,fixed,NA,hd_exposurelow_exposure,-0.279253427,0.224624313,-1.243202142,114.7807461,0.216326768,0.398760116
s__GGB9561_SGB14972,fixed,NA,hd_exposurelow_exposure,0.184660712,0.148506644,1.243450849,106.9286429,0.216421089,0.398760116
s__Anaeromassilibacillus_sp_An250,fixed,NA,hd_exposurehigh_exposure,-0.270718433,0.218093273,-1.241296579,115.1441404,0.217019047,0.399468689
s__Lachnoclostridium_sp_An138,fixed,NA,hd_exposurehigh_exposure,-0.130323826,0.105141934,-1.239503801,115.2706764,0.217676604,0.400285465
s__Barnesiella_intestinihominis,fixed,NA,hd_exposurelow_exposure,-0.458273576,0.370040137,-1.238442888,115.8580845,0.218055324,0.400452392
s__GGB9634_SGB15095,fixed,NA,hd_exposurehigh_exposure,0.137801956,0.111260071,1.238557148,107.9852093,0.218195214,0.400452392
s__Clostridium_sp_AF27_2AA,fixed,NA,hd_exposurehigh_exposure,0.181494273,0.146925314,1.235282524,118.5761765,0.21916731,0.401842512
s__GGB9627_SGB15081,fixed,NA,hd_exposurehigh_exposure,0.245022045,0.198515963,1.234268725,115.2039926,0.219614622,0.402268663
s__Candidatus_Parachristensenella_avicola,fixed,NA,hd_exposurelow_exposure,-0.125770311,0.102194432,-1.230696312,115.2267336,0.220942811,0.404075213
s__Enterobacter_cloacae,fixed,NA,hd_exposurelow_exposure,0.137493398,0.111859859,1.229157622,142.9187219,0.221032595,0.404075213
s__Faecalitalea_cylindroides,fixed,NA,hd_exposurehigh_exposure,-0.059668846,0.048626828,-1.227076663,117.4499049,0.222247771,0.405900319
s__Candidatus_Schneewindia_gallinarum,fixed,NA,hd_exposurelow_exposure,-0.182311613,0.148808306,-1.225144062,114.6035619,0.223032978,0.406477164
s__Faecalimonas_umbilicata,fixed,NA,hd_exposurelow_exposure,-0.24366259,0.198991899,-1.224484975,117.6750827,0.223215024,0.406477164
s__GGB2998_SGB3989,fixed,NA,hd_exposurelow_exposure,0.084602572,0.069077271,1.224752666,127.7788151,0.222921484,0.406477164
s__Candidatus_Allochristensenella_caecavium,fixed,NA,hd_exposurehigh_exposure,-0.196865191,0.160936298,-1.223249154,111.6288084,0.22381162,0.407167496
s__GGB9616_SGB15052,fixed,NA,hd_exposurehigh_exposure,0.243214336,0.19948775,1.219194337,113.7048722,0.225293611,0.40946567
s__Candidatus_Pseudobutyricicoccus_lothianensis,fixed,NA,hd_exposurehigh_exposure,-0.105597745,0.086740715,-1.21739537,115.1590179,0.225942595,0.409491671
s__GGB9699_SGB15216,fixed,NA,hd_exposurehigh_exposure,-0.380464963,0.312258432,-1.21842975,115.0183546,0.225554019,0.409491671
s__Lachnoclostridium_sp_An131,fixed,NA,hd_exposurehigh_exposure,-0.105969444,0.087046043,-1.217395299,114.168902,0.225964154,0.409491671
s__Enterocloster_lavalensis,fixed,NA,hd_exposurehigh_exposure,-0.053834229,0.044166186,-1.218901463,82.72939079,0.226345813,0.409786618
s__Solibaculum_mannosilyticum,fixed,NA,hd_exposurehigh_exposure,-0.061747435,0.050809139,-1.215282038,124.1225065,0.226565112,0.409787333
s__Bacteroides_thetaiotaomicron,fixed,NA,hd_exposurelow_exposure,-0.407866467,0.338073717,-1.206442401,120.6695292,0.230006895,0.415610914
s__Faecalibacterium_SGB15346,fixed,NA,hd_exposurehigh_exposure,0.436377117,0.361985505,1.205509921,113.9089975,0.230504768,0.416108897
s__Alistipes_finegoldii,fixed,NA,hd_exposurelow_exposure,-0.451802425,0.375268057,-1.203945862,114.3506456,0.23109677,0.416775677
s__Prevotella_sp_Marseille_P4119,fixed,NA,hd_exposurehigh_exposure,0.25279303,0.211186186,1.197014988,117.1580161,0.2337172,0.420800701
s__TM7_phylum_sp_oral_taxon_352,fixed,NA,hd_exposurehigh_exposure,0.061586449,0.051466601,1.196629417,121.6373097,0.233778167,0.420800701
s__GGB3730_SGB5060,fixed,NA,hd_exposurehigh_exposure,0.126258674,0.106144663,1.189496202,114.1549936,0.236712664,0.425614768
s__Gemmiger_SGB15295,fixed,NA,hd_exposurehigh_exposure,0.200355549,0.168493272,1.189101179,112.3327668,0.236907365,0.425614768
s__Eggerthella_guodeyinii,fixed,NA,hd_exposurehigh_exposure,-0.103132703,0.0868639,-1.187290728,139.0843825,0.237136773,0.425618446
s__Megasphaera_sp_AM44_1BH,fixed,NA,hd_exposurehigh_exposure,0.211914304,0.178840162,1.184936881,117.1486483,0.238440663,0.427548775
s__Clostridiales_bacterium_1_7_47FAA,fixed,NA,hd_exposurehigh_exposure,-0.25384072,0.215308681,-1.178961849,117.3125321,0.240798999,0.431364332
s__Drancourtella_sp_An57,fixed,NA,hd_exposurehigh_exposure,0.070567586,0.060000986,1.176107093,135.4397428,0.241615179,0.432042799
s__GGB33469_SGB15236,fixed,NA,hd_exposurehigh_exposure,0.142026818,0.120657022,1.177111914,111.2921687,0.241662154,0.432042799
s__Streptococcus_SGB14888,fixed,NA,hd_exposurehigh_exposure,-0.086333109,0.07333834,-1.177189298,101.6085633,0.241870114,0.432042799
s__GGB9724_SGB15278,fixed,NA,hd_exposurelow_exposure,-0.111402655,0.094760061,-1.175628772,115.8756447,0.242153101,0.432135944
s__GGB1146_SGB1472,fixed,NA,hd_exposurelow_exposure,0.119548294,0.101840443,1.173878374,113.8204204,0.242894158,0.432633553
s__Megasphaera_sp_NM10,fixed,NA,hd_exposurelow_exposure,-0.290615965,0.247504,-1.174186944,117.3785257,0.242696945,0.432633553
s__GGB47687_SGB2286,fixed,NA,hd_exposurelow_exposure,-0.170230523,0.14553257,-1.169707389,115.4062258,0.24452883,0.435054546
s__Parabacteroides_gordonii,fixed,NA,hd_exposurelow_exposure,-0.268511727,0.229651919,-1.169211772,115.8602905,0.244718182,0.435054546
s__Bacteroides_cutis,fixed,NA,hd_exposurelow_exposure,0.099299931,0.085144979,1.166245291,137.2627137,0.245537627,0.436097189
s__Christensenellaceae_bacterium_NSJ_63,fixed,NA,hd_exposurehigh_exposure,-0.178448924,0.152980724,-1.166479801,104.227732,0.2460826,0.436524955
s__Parabacteroides_merdae,fixed,NA,hd_exposurelow_exposure,-0.485605998,0.416714481,-1.16532067,117.7294684,0.246244846,0.436524955
s__GGB2734_SGB3677,fixed,NA,hd_exposurehigh_exposure,0.245613669,0.211185887,1.163021227,114.0422544,0.247248688,0.437889823
s__GGB33928_SGB15225,fixed,NA,hd_exposurehigh_exposure,0.118000514,0.101697282,1.160311384,122.7656573,0.248173515,0.438290515
s__GGB9581_SGB4365,fixed,NA,hd_exposurehigh_exposure,0.166994681,0.1437438,1.161752241,115.098862,0.247739587,0.438290515
s__GGB9712_SGB15244,fixed,NA,hd_exposurelow_exposure,0.153223737,0.132017825,1.160629157,115.9228827,0.248177322,0.438290515
s__Blautia_hansenii,fixed,NA,hd_exposurelow_exposure,0.268910338,0.232491363,1.156646572,122.8615345,0.249660785,0.440080029
s__GGB9345_SGB14311,fixed,NA,hd_exposurelow_exposure,0.088382975,0.076377459,1.157186634,122.1030984,0.249454873,0.440080029
s__Ruminococcus_gnavus,fixed,NA,hd_exposurelow_exposure,-0.349258167,0.302392878,-1.154981455,121.0576811,0.250372735,0.440919812
s__Enterocloster_citroniae,fixed,NA,hd_exposurehigh_exposure,-0.211088099,0.182949872,-1.153802931,113.6803035,0.251000956,0.441610705
s__Candidatus_Avimonas_narfia,fixed,NA,hd_exposurehigh_exposure,-0.187870891,0.163180612,-1.151306447,118.2512279,0.251928751,0.442613963
s__Roseburia_sp_AM59_24XD,fixed,NA,hd_exposurelow_exposure,0.16022755,0.139193507,1.151113674,116.4250906,0.252044062,0.442613963
s__Dorea_formicigenerans,fixed,NA,hd_exposurehigh_exposure,0.179486899,0.155988244,1.150643758,112.8123797,0.252311954,0.442669146
s__GGB4774_SGB6609,fixed,NA,hd_exposurelow_exposure,0.091259992,0.079504472,1.147859863,142.3322702,0.252952055,0.442845562
s__GGB52106_SGB72838,fixed,NA,hd_exposurelow_exposure,-0.083981839,0.073133095,-1.148342474,114.1906506,0.253227118,0.442845562
s__GGB9501_SGB14898,fixed,NA,hd_exposurehigh_exposure,-0.230722694,0.200983955,-1.147965738,115.3087899,0.253358759,0.442845562
s__Olsenella_SGB72492,fixed,NA,hd_exposurelow_exposure,-0.093273506,0.081186557,-1.148878692,115.1335329,0.252987212,0.442845562
s__Clostridia_bacterium,fixed,NA,hd_exposurelow_exposure,0.108490248,0.094551743,1.147416687,112.9422023,0.253634217,0.442913484
s__Escherichia_coli,fixed,NA,hd_exposurehigh_exposure,-0.319075305,0.278549495,-1.145488722,121.0299773,0.254266738,0.443191185
s__GGB1266_SGB1699,fixed,NA,hd_exposurehigh_exposure,0.250845809,0.218895646,1.145960705,118.7158272,0.254116119,0.443191185
s__Coprobacillus_cateniformis,fixed,NA,hd_exposurehigh_exposure,-0.18722842,0.16426752,-1.139777486,114.8908592,0.256749655,0.447102655
s__Bilophila_wadsworthia,fixed,NA,hd_exposurelow_exposure,-0.33301344,0.292728667,-1.137618133,120.4168452,0.257538498,0.447991816
s__GGB9063_SGB13982,fixed,NA,hd_exposurelow_exposure,-0.133749958,0.117588523,-1.137440578,114.0151384,0.257738882,0.447991816
s__Escherichia_marmotae,fixed,NA,hd_exposurehigh_exposure,-0.165547807,0.14581622,-1.135318188,119.171396,0.258520248,0.448287574
s__Prevotella_stercorea,fixed,NA,hd_exposurehigh_exposure,0.34913359,0.307555152,1.135190187,116.4157606,0.258627447,0.448287574
s__Victivallis_lenta,fixed,NA,hd_exposurelow_exposure,0.223389289,0.196694744,1.135715597,116.9054216,0.258398572,0.448287574
s__Ruminococcus_torques,fixed,NA,hd_exposurehigh_exposure,0.333383516,0.293903005,1.13433177,114.2537383,0.259029731,0.448569524
s__Eubacterium_rectale,fixed,NA,hd_exposurehigh_exposure,0.428668305,0.37850599,1.132527136,114.872913,0.259771285,0.448608713
s__GGB80140_SGB15224,fixed,NA,hd_exposurehigh_exposure,0.122214595,0.107877971,1.132896677,112.4499753,0.259667403,0.448608713
s__GGB9290_SGB14247,fixed,NA,hd_exposurelow_exposure,0.085221794,0.075317068,1.131507064,147.5828421,0.259676979,0.448608713
s__GGB3463_SGB4621,fixed,NA,hd_exposurehigh_exposure,-0.182481623,0.161348366,-1.130979057,112.0959411,0.260477814,0.449414255
s__Blautia_sp_Marseille_P3087,fixed,NA,hd_exposurehigh_exposure,-0.145879251,0.129284267,-1.128360428,109.7000717,0.261629408,0.45057061
s__GGB3815_SGB5180,fixed,NA,hd_exposurehigh_exposure,0.109087365,0.096727731,1.127777565,125.9265467,0.261558078,0.45057061
s__Roseburia_hominis,fixed,NA,hd_exposurehigh_exposure,0.267879485,0.237866099,1.12617765,113.9762954,0.262455979,0.45157867
s__GGB3109_SGB4119,fixed,NA,hd_exposurelow_exposure,-0.161363285,0.143386251,-1.12537488,112.504607,0.262825279,0.451798826
s__Coprococcus_eutactus,fixed,NA,hd_exposurelow_exposure,0.252337705,0.224655718,1.1232196,115.5432313,0.263672661,0.452424585
s__Dysosmobacter_sp_BX15,fixed,NA,hd_exposurehigh_exposure,0.288928511,0.257133243,1.123652886,114.7079873,0.263506419,0.452424585
s__Ruminococcus_gnavus,fixed,NA,hd_exposurehigh_exposure,-0.335652354,0.299979079,-1.118919207,118.021662,0.265446769,0.455051603
s__GGB58233_SGB79883,fixed,NA,hd_exposurehigh_exposure,-0.154721555,0.138359192,-1.11826003,104.2110951,0.266027158,0.455629314
s__Parabacteroides_gordonii,fixed,NA,hd_exposurehigh_exposure,-0.254631978,0.228285587,-1.115409785,113.4506746,0.267031963,0.456932207
s__Alistipes_indistinctus,fixed,NA,hd_exposurehigh_exposure,-0.274168717,0.246840572,-1.110711725,114.4155745,0.26902119,0.459077181
s__GGB33469_SGB15236,fixed,NA,hd_exposurelow_exposure,0.134794727,0.121319937,1.111068223,113.5285657,0.268886528,0.459077181
s__Vescimonas_fastidiosa,fixed,NA,hd_exposurelow_exposure,0.185442687,0.166898781,1.111108699,116.1182773,0.268816944,0.459077181
s__Intestinimonas_butyriciproducens,fixed,NA,hd_exposurelow_exposure,-0.216485207,0.195225835,-1.108896303,117.2180559,0.269744868,0.459892889
s__Clostridiales_bacterium_NSJ_40,fixed,NA,hd_exposurehigh_exposure,-0.087604991,0.079046644,-1.108269579,106.0553795,0.270252442,0.460339009
s__GGB35068_SGB47850,fixed,NA,hd_exposurelow_exposure,0.138609702,0.125238747,1.106763726,117.916719,0.270648832,0.460595103
s__Christensenellaceae_bacterium_NSJ_63,fixed,NA,hd_exposurelow_exposure,-0.171416947,0.154990473,-1.105983768,107.7889331,0.271195906,0.461081601
s__Mogibacterium_sp_BX12,fixed,NA,hd_exposurelow_exposure,-0.178223146,0.161273107,-1.105101465,114.7514812,0.27142731,0.461081601
s__GGB6565_SGB9274,fixed,NA,hd_exposurehigh_exposure,0.187716169,0.169998836,1.104220318,115.2762948,0.271797151,0.461291267
s__Clostridium_sp_Marseille_P3244,fixed,NA,hd_exposurehigh_exposure,-0.163640071,0.148511709,-1.101866457,109.3780678,0.272938464,0.462417987
s__Pseudoflavonifractor_gallinarum,fixed,NA,hd_exposurehigh_exposure,0.178987389,0.162446987,1.101820305,109.5315141,0.272955062,0.462417987
s__GGB9523_SGB14922,fixed,NA,hd_exposurelow_exposure,-0.129453196,0.117889098,-1.098093028,116.9267148,0.27441995,0.464256968
s__GGB9618_SGB15065,fixed,NA,hd_exposurelow_exposure,0.152271804,0.138751785,1.097440326,112.8761247,0.274784573,0.464256968
s__Prevotella_copri_clade_B,fixed,NA,hd_exposurehigh_exposure,0.270396141,0.246344985,1.09763201,112.9563881,0.274699535,0.464256968
s__Anaerotignum_lactatifermentans,fixed,NA,hd_exposurehigh_exposure,0.206650272,0.188883792,1.094060371,115.1745917,0.276211345,0.466246743
s__GGB9619_SGB15067,fixed,NA,hd_exposurehigh_exposure,-0.24000732,0.220409143,-1.088917257,115.3078675,0.278460991,0.469620699
s__Oscillibacter_valericigenes,fixed,NA,hd_exposurelow_exposure,-0.147010894,0.135097838,-1.088180955,117.2350047,0.278747248,0.469680332
s__GGB9758_SGB15368,fixed,NA,hd_exposurelow_exposure,0.122471024,0.112718024,1.08652565,115.3781857,0.279511249,0.470544118
s__Ruminococcus_sp_BSD2780120874_150323_B10,fixed,NA,hd_exposurelow_exposure,-0.193099994,0.177862478,-1.085670211,103.1082146,0.280156695,0.471206948
s__Actinomyces_sp_ICM47,fixed,NA,hd_exposurelow_exposure,-0.098199254,0.090735994,-1.082252478,113.2661426,0.281439036,0.472938847
s__Duodenibacillus_massiliensis,fixed,NA,hd_exposurelow_exposure,0.241361758,0.223946388,1.077765802,116.5980306,0.283363006,0.473198526
s__Faecalitalea_cylindroides,fixed,NA,hd_exposurelow_exposure,-0.052665026,0.048779063,-1.079664578,118.8153088,0.282478373,0.473198526
s__GGB3109_SGB4119,fixed,NA,hd_exposurehigh_exposure,-0.153646463,0.142304163,-1.079704623,109.6210414,0.28264359,0.473198526
s__GGB32387_SGB47381,fixed,NA,hd_exposurehigh_exposure,-0.067232241,0.062328474,-1.07867618,113.8412795,0.283012333,0.473198526
s__GGB9059_SGB13976,fixed,NA,hd_exposurelow_exposure,0.16991488,0.157604203,1.078111344,110.2263605,0.283337774,0.473198526
s__GGB9062_SGB13981,fixed,NA,hd_exposurelow_exposure,-0.092843601,0.085941889,-1.080306725,117.4701228,0.282218598,0.473198526
